ruid,rid,start_date,end_date
1578,447,10/1/2019,10/6/2019
1579,115,9/17/2019,9/26/2019
1580,268,7/15/2023,7/18/2023
1581,259,12/2/2023,12/8/2023
1582,137,8/7/2022,8/11/2022
1583,60,2/13/2022,2/20/2022
1584,129,9/30/2021,10/3/2021
1585,126,6/25/2019,7/6/2019
1586,186,7/15/2020,7/29/2020
,317,4/1/2023,4/13/2023
1588,436,6/19/2021,6/28/2021
1589,,4/6/2023,4/14/2023
1590,410,2/16/2019,2/26/2019
1591,362,2/20/2020,3/2/2020
1592,213,1/27/2020,1/30/2020
1593,307,3/26/2021,4/5/2021
1594,266,3/11/2021,3/23/2021
1595,4,7/31/2022,8/11/2022
1596,231,9/28/2023,10/9/2023
1597,91,2/18/2022,2/21/2022
1598,98,6/25/2023,6/28/2023
,252,12/20/2022,12/27/2022
1600,370,3/8/2023,3/17/2023
1601,173,11/12/2019,11/15/2019
1602,287,10/7/2020,10/11/2020
1603,45,6/22/2021,6/28/2021
1604,121,8/19/2023,8/30/2023
1605,197,12/22/2020,1/2/2021
1606,431,10/5/2020,10/14/2020
1607,406,6/4/2020,6/16/2020
1608,431,10/28/2020,11/6/2020
1609,236,4/19/2022,4/28/2022
1610,200,11/14/2019,11/17/2019
1611,67,4/7/2023,4/13/2023
1612,141,3/18/2023,3/28/2023
1613,334,5/16/2019,5/30/2019
1614,172,5/2/2023,5/16/2023
1615,366,11/23/2022,12/2/2022
,395,6/20/2020,7/4/2020
1617,426,4/3/2019,4/15/2019
1618,181,7/8/2021,7/19/2021
1619,64,2/14/2022,2/19/2022
1620,170,5/25/2022,6/5/2022
1621,442,1/1/2021,1/14/2021
1622,90,12/29/2020,1/3/2021
1623,272,8/3/2021,8/14/2021
1624,387,10/21/2019,10/27/2019
1625,,1/21/2024,1/24/2024
1626,104,5/12/2021,
1627,6,6/20/2022,6/27/2022
1628,325,2/12/2021,2/18/2021
1629,101,6/9/2022,6/22/2022
1630,291,,10/10/2021
1631,5,2/3/2024,2/10/2024
1632,248,6/22/2021,6/28/2021
1633,190,1/28/2023,2/10/2023
1634,,11/18/2021,12/2/2021
1635,435,10/17/2020,10/23/2020
1636,328,2/3/2024,2/10/2024
1637,142,10/26/2023,11/4/2023
,270,12/24/2019,12/31/2019
1639,6,6/4/2019,6/7/2019
1640,296,9/14/2022,9/22/2022
1641,202,,9/26/2023
1642,447,4/3/2022,4/13/2022
1643,56,5/4/2022,5/12/2022
1644,97,12/11/2019,12/24/2019
1645,32,3/16/2020,3/27/2020
1646,300,,10/18/2019
1647,356,8/16/2020,8/24/2020
1648,241,11/13/2023,
1649,50,3/12/2019,3/17/2019
1650,71,6/6/2020,6/15/2020
1651,319,4/24/2022,5/2/2022
1652,352,11/18/2023,11/22/2023
1653,182,3/29/2022,4/5/2022
1654,216,6/12/2020,6/26/2020
1655,373,2/7/2021,2/12/2021
1656,422,8/6/2021,
1657,286,11/23/2023,12/3/2023
1658,45,11/8/2022,11/21/2022
1659,78,,8/25/2021
1660,1,5/25/2019,5/29/2019
1661,188,6/15/2022,6/24/2022
1662,420,5/19/2020,5/31/2020
1663,272,10/15/2021,10/28/2021
1664,195,7/28/2020,8/2/2020
1665,49,12/22/2020,1/2/2021
1666,248,7/15/2021,
1667,58,8/29/2021,9/9/2021
1668,449,,11/3/2023
1669,130,9/30/2023,10/12/2023
1670,278,4/17/2019,5/1/2019
1671,115,5/24/2021,6/4/2021
,66,5/26/2021,6/4/2021
1673,432,10/13/2019,10/27/2019
1674,66,12/5/2023,12/15/2023
1675,127,8/12/2021,8/22/2021
1676,135,11/6/2019,11/12/2019
1677,324,8/11/2023,8/18/2023
1678,378,3/12/2020,3/24/2020
1679,335,5/12/2021,5/21/2021
,179,3/3/2023,3/10/2023
1681,321,9/7/2022,9/18/2022
1682,273,10/15/2021,10/24/2021
1683,7,11/30/2020,12/9/2020
1684,8,2/14/2020,2/19/2020
1685,337,7/17/2022,7/26/2022
1686,114,3/21/2022,3/31/2022
1687,215,10/25/2023,11/1/2023
1688,372,,6/28/2021
1689,445,,5/12/2020
1690,83,10/17/2020,10/28/2020
1691,261,8/17/2021,8/20/2021
1692,231,8/4/2020,8/17/2020
,330,12/29/2020,1/3/2021
1694,186,6/27/2019,7/10/2019
1695,9,,2/28/2019
1696,346,10/18/2022,10/27/2022
1697,319,5/29/2019,6/11/2019
1698,26,,2/10/2019
1699,,9/11/2019,9/19/2019
1700,189,9/23/2021,10/7/2021
1701,356,3/7/2022,3/10/2022
1702,278,10/5/2021,10/15/2021
1703,164,3/14/2021,3/25/2021
,279,8/7/2020,8/17/2020
1705,361,11/9/2019,11/22/2019
1706,363,3/19/2022,3/24/2022
1707,62,5/10/2020,5/21/2020
1708,415,11/9/2019,11/14/2019
1709,182,7/21/2020,7/26/2020
1710,271,1/15/2024,1/19/2024
,11,12/27/2021,1/3/2022
1712,98,5/31/2021,6/10/2021
1713,83,2/8/2021,2/18/2021
1714,387,,5/1/2019
1715,237,5/8/2022,5/15/2022
1716,417,8/16/2019,8/21/2019
1717,105,12/16/2021,12/24/2021
,403,3/2/2021,3/6/2021
1719,147,7/19/2020,7/29/2020
1720,272,4/23/2023,5/4/2023
1721,205,5/4/2019,5/12/2019
1722,383,4/11/2023,4/20/2023
1723,406,2/16/2021,3/1/2021
1724,14,8/26/2022,9/5/2022
1725,25,12/6/2021,12/20/2021
1726,425,1/23/2020,1/30/2020
1727,210,1/2/2022,1/15/2022
1728,94,2/12/2022,2/18/2022
1729,335,11/24/2022,12/7/2022
1730,165,7/11/2022,7/24/2022
1731,315,2/23/2021,3/3/2021
1732,120,5/1/2020,5/14/2020
,29,1/13/2023,1/26/2023
1734,301,5/16/2021,
1735,318,11/6/2022,11/13/2022
1736,332,1/17/2020,1/20/2020
1737,271,5/26/2019,5/30/2019
1738,397,6/2/2022,6/10/2022
1739,71,4/7/2022,
1740,433,1/30/2023,
1741,377,3/19/2023,4/2/2023
1742,122,8/12/2022,8/23/2022
,369,1/21/2024,1/30/2024
1744,2,2/12/2022,2/17/2022
1745,363,5/18/2023,5/26/2023
1746,421,12/5/2022,12/11/2022
1747,30,2/14/2020,2/19/2020
1748,309,11/26/2022,12/1/2022
1749,100,11/11/2022,11/19/2022
1750,92,5/25/2019,5/29/2019
1751,76,9/28/2019,10/5/2019
1752,113,1/1/2024,1/4/2024
1753,304,3/23/2019,4/2/2019
1754,203,4/17/2020,4/30/2020
1755,321,7/8/2023,7/14/2023
1756,426,8/17/2023,8/23/2023
1757,242,1/3/2020,1/16/2020
1758,208,1/17/2021,1/22/2021
1759,254,7/31/2020,8/3/2020
1760,133,11/13/2023,11/27/2023
1761,243,7/14/2020,7/26/2020
1762,329,10/30/2023,11/5/2023
1763,372,6/16/2023,6/22/2023
1764,10,8/5/2019,8/14/2019
1765,433,9/24/2023,10/6/2023
1766,410,10/16/2022,10/25/2022
1767,102,3/14/2023,3/17/2023
1768,399,1/4/2022,1/17/2022
1769,127,7/6/2020,7/12/2020
1770,195,2/10/2021,2/17/2021
1771,263,8/5/2022,8/15/2022
1772,387,1/29/2024,2/12/2024
1773,253,11/16/2023,11/21/2023
1774,396,12/25/2022,1/5/2023
1775,201,7/31/2022,8/11/2022
1776,378,6/22/2021,7/1/2021
1777,14,11/5/2020,11/12/2020
1778,384,1/24/2019,2/4/2019
1779,419,6/26/2023,7/3/2023
1780,278,11/8/2022,11/21/2022
1781,174,5/13/2020,5/27/2020
1782,242,6/27/2022,7/7/2022
1783,145,7/20/2021,7/24/2021
1784,196,3/27/2019,4/10/2019
1785,253,,1/26/2023
1786,226,8/5/2019,8/16/2019
1787,241,10/7/2021,10/17/2021
1788,217,6/18/2019,6/22/2019
1789,307,2/4/2019,2/16/2019
1790,130,1/14/2023,1/26/2023
1791,333,7/11/2021,7/14/2021
1792,80,,10/21/2023
1793,47,1/11/2020,1/19/2020
1794,270,11/28/2023,12/4/2023
1795,279,6/7/2019,6/13/2019
1796,421,3/26/2023,4/8/2023
1797,174,2/27/2021,3/3/2021
1798,202,4/1/2019,4/13/2019
1799,249,1/4/2024,1/11/2024
1800,80,10/11/2019,10/24/2019
1801,60,1/29/2023,
1802,337,7/2/2019,7/5/2019
1803,268,4/10/2019,4/16/2019
,255,10/16/2022,10/30/2022
1805,368,2/25/2021,3/5/2021
1806,427,2/22/2022,2/27/2022
1807,387,2/8/2019,2/13/2019
1808,166,10/17/2020,10/23/2020
1809,87,12/21/2019,12/24/2019
,343,6/3/2019,6/17/2019
1811,186,5/19/2020,5/24/2020
1812,332,4/19/2023,
1813,228,3/4/2023,3/18/2023
1814,163,10/7/2022,10/20/2022
,408,7/19/2021,7/24/2021
1816,22,10/4/2020,10/8/2020
1817,,12/13/2022,12/21/2022
1818,306,1/27/2024,
1819,56,3/26/2023,4/8/2023
1820,82,9/15/2022,9/21/2022
1821,,9/24/2023,10/6/2023
1822,386,9/17/2021,9/28/2021
1823,144,12/15/2021,
1824,,1/14/2020,1/28/2020
1825,439,12/2/2022,12/6/2022
1826,245,10/5/2020,10/14/2020
1827,257,3/12/2020,3/22/2020
1828,313,7/17/2021,7/27/2021
1829,108,,5/21/2020
1830,190,4/16/2021,4/21/2021
1831,400,5/29/2019,6/11/2019
1832,131,2/22/2020,3/7/2020
1833,300,1/28/2024,2/2/2024
1834,252,4/9/2023,4/14/2023
1835,20,12/29/2020,
1836,366,1/7/2021,1/21/2021
1837,407,2/2/2019,
1838,274,2/7/2019,2/20/2019
1839,437,10/5/2021,10/15/2021
1840,122,3/19/2020,3/22/2020
1841,258,8/31/2022,9/12/2022
1842,6,1/21/2020,2/1/2020
1843,18,2/4/2019,2/15/2019
1844,308,6/8/2021,6/18/2021
1845,408,3/4/2019,3/14/2019
1846,188,11/23/2022,12/2/2022
1847,208,7/29/2019,8/3/2019
1848,303,7/3/2023,7/15/2023
1849,440,6/25/2023,6/28/2023
1850,157,1/7/2021,1/21/2021
1851,423,12/27/2019,1/10/2020
1852,191,9/10/2021,9/13/2021
1853,339,7/15/2021,7/23/2021
1854,121,7/22/2021,8/2/2021
1855,395,11/19/2021,12/3/2021
,367,11/13/2020,11/22/2020
1857,390,1/23/2020,1/30/2020
1858,315,8/31/2022,9/12/2022
1859,206,8/8/2022,8/22/2022
1860,12,7/31/2019,8/8/2019
1861,259,1/3/2024,1/11/2024
1862,118,6/26/2020,6/30/2020
1863,,10/12/2019,10/19/2019
1864,355,1/24/2020,1/28/2020
1865,389,1/31/2020,2/10/2020
1866,387,2/3/2020,2/17/2020
1867,93,6/4/2021,
1868,375,1/29/2021,2/2/2021
1869,126,7/8/2023,7/14/2023
1870,254,12/13/2023,12/23/2023
1871,339,2/22/2020,2/28/2020
1872,138,11/24/2019,12/8/2019
1873,149,1/15/2020,1/26/2020
1874,423,9/10/2022,
1875,376,7/23/2020,7/29/2020
1876,,6/22/2021,7/1/2021
1877,225,2/6/2019,2/9/2019
1878,374,2/26/2021,3/4/2021
1879,417,11/30/2022,12/9/2022
1880,354,12/16/2020,12/29/2020
1881,208,5/21/2023,6/1/2023
,417,2/23/2021,2/28/2021
1883,51,7/25/2021,8/2/2021
1884,259,1/28/2023,2/10/2023
1885,172,6/19/2021,6/28/2021
1886,215,6/6/2020,6/12/2020
1887,125,10/19/2019,10/24/2019
,375,8/16/2019,8/24/2019
,211,1/7/2024,1/14/2024
1890,308,6/20/2022,6/27/2022
1891,,6/18/2021,6/24/2021
1892,218,6/2/2022,6/10/2022
1893,,1/20/2022,1/28/2022
1894,4,6/14/2021,6/27/2021
1895,307,6/16/2021,6/22/2021
1896,319,,6/1/2022
1897,286,4/5/2021,4/11/2021
1898,347,12/14/2023,12/17/2023
1899,361,9/3/2022,9/12/2022
1900,25,1/17/2021,1/22/2021
1901,79,6/18/2020,6/23/2020
1902,330,11/2/2022,11/9/2022
1903,237,10/21/2020,11/3/2020
1904,238,1/9/2019,1/21/2019
1905,,5/23/2019,6/2/2019
1906,118,8/12/2021,8/22/2021
1907,,8/26/2020,9/6/2020
1908,311,11/26/2020,12/3/2020
1909,378,5/18/2022,5/31/2022
1910,138,5/4/2021,5/9/2021
1911,327,2/3/2024,2/13/2024
1912,83,8/16/2019,8/27/2019
1913,128,9/17/2019,9/26/2019
1914,22,4/1/2019,4/5/2019
1915,321,9/1/2020,9/15/2020
1916,332,11/27/2022,12/7/2022
1917,107,9/29/2020,10/6/2020
1918,221,8/7/2020,8/16/2020
1919,435,10/8/2022,
1920,127,11/19/2021,12/3/2021
1921,178,,12/18/2021
1922,221,10/5/2023,10/15/2023
1923,386,3/18/2023,3/22/2023
,82,7/17/2021,7/27/2021
1925,287,7/17/2021,7/27/2021
1926,156,6/10/2021,
1927,85,10/7/2020,10/12/2020
1928,404,2/18/2020,2/21/2020
1929,,10/12/2019,10/19/2019
1930,139,,11/22/2019
1931,67,10/9/2022,10/23/2022
1932,341,4/1/2019,4/5/2019
1933,,10/20/2021,10/30/2021
1934,251,2/26/2023,3/11/2023
1935,181,8/12/2021,8/19/2021
1936,163,5/13/2020,5/27/2020
1937,102,2/9/2022,2/12/2022
1938,77,12/26/2023,1/5/2024
,287,12/8/2021,12/16/2021
1940,119,4/13/2022,4/21/2022
1941,87,12/9/2021,12/18/2021
1942,369,9/5/2019,9/18/2019
1943,175,5/26/2020,6/2/2020
1944,337,11/9/2019,11/15/2019
1945,426,11/11/2021,11/25/2021
1946,15,10/17/2023,10/20/2023
1947,194,6/14/2020,6/26/2020
1948,,12/3/2020,12/16/2020
1949,244,,10/28/2021
1950,89,5/30/2021,6/12/2021
1951,72,10/21/2022,10/30/2022
1952,447,11/7/2019,11/20/2019
1953,248,5/31/2021,6/10/2021
1954,287,4/25/2023,5/3/2023
,232,8/13/2021,8/25/2021
1956,42,5/4/2022,
1957,373,,6/16/2021
1958,169,1/23/2020,1/30/2020
1959,214,6/30/2022,7/5/2022
1960,169,4/4/2022,4/14/2022
1961,297,7/1/2022,7/15/2022
1962,93,8/26/2020,9/6/2020
1963,54,10/21/2020,11/3/2020
1964,123,7/16/2021,
1965,198,4/14/2019,4/26/2019
1966,255,1/19/2022,1/24/2022
1967,84,4/7/2022,4/18/2022
1968,194,8/12/2020,8/21/2020
1969,362,6/9/2021,6/19/2021
1970,198,4/9/2019,4/16/2019
1971,302,5/16/2019,5/28/2019
1972,14,5/30/2023,6/9/2023
1973,450,12/23/2023,12/29/2023
,141,4/17/2019,4/24/2019
1975,191,10/17/2023,10/20/2023
1976,6,12/25/2023,
1977,227,9/15/2019,9/25/2019
1978,1,7/14/2022,7/24/2022
1979,9,9/2/2019,9/6/2019
1980,312,11/14/2020,11/20/2020
1981,380,7/19/2021,7/24/2021
,233,2/23/2019,3/7/2019
1983,288,8/4/2021,8/17/2021
1984,,3/27/2019,4/10/2019
1985,164,4/14/2019,4/26/2019
1986,75,11/21/2023,12/2/2023
1987,263,4/17/2021,4/20/2021
1988,126,7/16/2023,
1989,47,12/5/2020,12/11/2020
1990,,9/2/2023,9/10/2023
1991,215,5/10/2022,5/24/2022
1992,375,1/12/2020,1/21/2020
1993,264,,1/7/2024
1994,174,2/4/2019,2/16/2019
1995,75,1/13/2023,1/26/2023
1996,283,3/14/2020,3/24/2020
1997,215,4/11/2020,4/22/2020
,26,8/5/2019,8/16/2019
1999,6,9/9/2020,9/14/2020
2000,442,1/29/2020,2/8/2020
2001,155,2/18/2021,2/22/2021
2002,264,12/30/2019,1/9/2020
2003,131,11/26/2021,11/29/2021
2004,256,4/17/2023,4/30/2023
2005,13,6/15/2020,6/18/2020
2006,215,4/5/2022,4/8/2022
2007,388,12/5/2020,12/11/2020
2008,446,11/27/2022,12/7/2022
2009,34,11/7/2021,11/19/2021
2010,202,,3/10/2022
2011,375,,10/17/2021
2012,86,3/26/2020,4/9/2020
2013,78,12/25/2022,1/5/2023
2014,16,9/7/2021,9/15/2021
2015,37,11/29/2022,12/3/2022
2016,432,4/14/2019,4/21/2019
2017,229,1/2/2020,
2018,84,8/17/2023,8/23/2023
2019,113,9/5/2021,
2020,187,2/9/2022,
2021,250,3/19/2022,3/31/2022
2022,435,4/17/2021,5/1/2021
2023,114,1/30/2023,2/13/2023
2024,97,2/15/2021,2/26/2021
2025,,3/14/2021,3/24/2021
2026,296,9/17/2023,9/20/2023
2027,74,9/8/2022,9/11/2022
2028,14,8/16/2019,8/26/2019
2029,160,1/13/2023,1/18/2023
2030,169,4/30/2019,
2031,187,10/21/2019,10/27/2019
2032,325,11/29/2022,12/3/2022
2033,4,5/19/2020,5/31/2020
2034,426,12/25/2023,1/5/2024
2035,400,8/24/2020,9/3/2020
2036,113,7/13/2019,7/18/2019
2037,171,5/27/2022,6/2/2022
2038,257,12/24/2019,12/31/2019
2039,,7/10/2019,7/19/2019
2040,46,11/27/2023,12/11/2023
2041,360,7/5/2020,7/9/2020
2042,109,4/4/2023,4/15/2023
2043,272,5/3/2022,5/17/2022
2044,,5/13/2020,5/27/2020
2045,107,8/20/2023,8/27/2023
2046,227,2/9/2019,2/14/2019
2047,16,8/16/2019,8/27/2019
2048,196,12/9/2022,12/20/2022
2049,191,7/2/2019,7/16/2019
2050,263,9/30/2023,10/8/2023
2051,429,10/1/2019,10/9/2019
2052,387,11/12/2023,
2053,174,5/28/2021,6/5/2021
2054,271,11/10/2021,11/20/2021
2055,227,5/12/2021,5/16/2021
2056,4,2/8/2019,2/17/2019
2057,220,9/21/2023,9/26/2023
2058,35,2/7/2021,2/12/2021
2059,280,7/24/2023,8/7/2023
2060,261,11/6/2021,11/19/2021
2061,53,8/9/2023,
2062,73,7/13/2020,7/21/2020
2063,,1/26/2024,2/4/2024
2064,431,10/19/2023,10/26/2023
2065,,11/20/2022,11/27/2022
2066,193,5/24/2022,
2067,257,9/20/2020,9/24/2020
,91,1/27/2022,2/7/2022
2069,113,8/30/2021,9/10/2021
2070,218,5/4/2023,5/16/2023
2071,,9/15/2022,9/29/2022
2072,272,9/3/2021,9/11/2021
2073,91,6/1/2021,6/6/2021
2074,191,3/10/2020,3/19/2020
2075,253,9/6/2023,9/17/2023
2076,158,8/6/2020,8/13/2020
2077,441,7/19/2020,7/29/2020
2078,,12/22/2021,1/1/2022
2079,450,8/7/2020,8/16/2020
2080,216,9/8/2022,9/11/2022
2081,15,9/20/2020,
2082,182,1/5/2023,1/9/2023
2083,366,2/6/2019,2/9/2019
2084,374,6/30/2023,7/7/2023
2085,91,1/18/2024,1/25/2024
2086,158,3/28/2022,
2087,160,6/21/2020,7/3/2020
2088,44,5/14/2020,5/25/2020
2089,404,5/12/2021,5/21/2021
2090,258,4/13/2022,4/21/2022
2091,359,4/8/2022,4/14/2022
2092,4,6/11/2020,6/17/2020
2093,344,5/13/2021,5/18/2021
2094,33,4/28/2020,5/3/2020
2095,273,8/7/2022,8/11/2022
,152,7/8/2023,7/14/2023
2097,24,7/19/2021,7/24/2021
2098,,1/11/2023,1/19/2023
2099,98,12/19/2023,12/22/2023
2100,14,6/11/2021,6/17/2021
2101,94,8/30/2022,9/10/2022
2102,324,12/6/2022,12/11/2022
2103,303,11/7/2021,11/19/2021
2104,421,7/13/2021,7/23/2021
2105,168,4/1/2023,4/13/2023
2106,3,11/7/2022,11/14/2022
2107,,11/27/2021,12/9/2021
2108,345,10/25/2023,10/28/2023
2109,299,1/7/2021,1/12/2021
2110,223,6/30/2022,7/5/2022
2111,288,,6/3/2023
2112,226,,4/26/2019
2113,205,11/11/2019,11/20/2019
2114,63,1/27/2022,2/7/2022
2115,300,8/16/2019,8/27/2019
2116,330,11/20/2020,12/4/2020
2117,383,11/2/2023,11/5/2023
2118,,9/20/2020,9/29/2020
2119,51,12/13/2023,12/16/2023
2120,92,9/29/2019,10/12/2019
2121,302,2/25/2021,
2122,271,11/9/2021,11/12/2021
2123,13,10/9/2023,10/18/2023
2124,316,1/4/2019,1/8/2019
2125,392,10/12/2021,10/18/2021
2126,128,1/4/2024,1/11/2024
2127,247,4/29/2023,5/9/2023
2128,417,8/27/2021,9/1/2021
2129,39,5/26/2020,6/1/2020
2130,103,9/5/2019,9/18/2019
2131,444,10/22/2021,10/26/2021
2132,,6/25/2023,6/28/2023
2133,353,5/31/2021,6/10/2021
2134,348,4/11/2023,4/20/2023
,36,5/25/2019,5/29/2019
2136,316,1/4/2019,1/8/2019
2137,355,5/6/2020,5/20/2020
2138,406,7/29/2022,8/8/2022
2139,223,3/29/2022,4/5/2022
2140,380,5/4/2021,5/18/2021
2141,361,8/19/2023,8/30/2023
2142,91,8/12/2020,8/21/2020
2143,92,12/31/2021,1/4/2022
2144,195,9/15/2021,9/26/2021
2145,396,10/7/2020,10/11/2020
2146,361,9/11/2021,9/24/2021
2147,191,2/13/2022,2/20/2022
2148,71,11/1/2020,11/15/2020
2149,107,1/1/2023,1/6/2023
2150,120,,4/8/2021
2151,37,5/11/2023,5/24/2023
2152,86,5/5/2023,5/12/2023
2153,15,11/19/2022,12/2/2022
2154,77,12/30/2019,1/9/2020
2155,23,9/27/2021,10/10/2021
,425,4/9/2022,4/21/2022
2157,153,8/24/2020,9/3/2020
2158,170,5/18/2022,5/27/2022
2159,123,10/23/2023,10/27/2023
2160,412,6/14/2020,6/26/2020
2161,415,2/27/2021,3/6/2021
2162,192,4/30/2020,5/11/2020
2163,308,4/20/2023,4/26/2023
2164,262,6/1/2023,6/5/2023
2165,407,4/7/2023,4/13/2023
2166,29,2/22/2023,2/27/2023
2167,210,1/9/2024,1/19/2024
2168,346,8/28/2023,9/4/2023
2169,316,9/10/2019,9/13/2019
2170,,11/16/2023,11/26/2023
2171,54,,9/6/2019
2172,160,10/21/2019,10/27/2019
2173,195,,5/9/2023
2174,421,2/10/2021,2/17/2021
2175,65,12/3/2021,12/17/2021
2176,293,3/9/2022,3/21/2022
2177,377,1/15/2019,1/22/2019
2178,99,9/15/2022,9/19/2022
2179,140,2/10/2023,2/19/2023
,236,12/21/2020,1/4/2021
2181,228,,5/25/2020
2182,178,1/10/2020,1/24/2020
2183,402,11/1/2020,11/15/2020
2184,48,3/14/2020,3/18/2020
2185,409,8/23/2023,8/26/2023
2186,438,7/19/2020,7/29/2020
2187,201,10/9/2022,10/23/2022
2188,223,5/6/2022,5/15/2022
2189,438,5/9/2021,5/21/2021
2190,220,4/18/2021,4/30/2021
2191,403,3/26/2022,4/8/2022
2192,419,7/10/2021,7/13/2021
2193,277,7/17/2022,7/26/2022
2194,246,8/30/2019,9/12/2019
2195,256,2/26/2023,3/11/2023
2196,416,10/21/2021,10/31/2021
2197,143,5/25/2022,6/5/2022
2198,251,7/4/2022,7/18/2022
2199,240,3/18/2021,3/29/2021
,123,9/4/2020,9/9/2020
,70,1/11/2020,1/19/2020
2202,252,6/18/2023,6/30/2023
2203,231,9/3/2019,
2204,368,10/8/2020,10/19/2020
2205,96,12/25/2021,1/2/2022
2206,82,7/15/2023,7/18/2023
2207,410,11/13/2020,
2208,27,8/28/2023,
2209,401,12/29/2020,1/5/2021
2210,75,1/19/2020,2/2/2020
2211,75,12/14/2022,12/17/2022
2212,273,11/12/2019,11/15/2019
2213,41,8/7/2021,8/15/2021
2214,169,4/14/2019,4/21/2019
2215,245,1/11/2020,1/22/2020
2216,425,6/27/2021,7/8/2021
2217,118,8/25/2022,9/2/2022
2218,,6/13/2019,6/26/2019
2219,402,1/27/2024,2/7/2024
2220,8,7/10/2021,7/13/2021
2221,93,6/22/2021,7/1/2021
2222,23,2/5/2019,2/9/2019
2223,184,10/17/2023,10/23/2023
2224,92,5/21/2022,6/1/2022
2225,23,9/22/2020,9/26/2020
2226,151,11/12/2021,11/16/2021
,164,6/1/2019,6/5/2019
2228,85,11/21/2023,12/2/2023
2229,161,1/19/2022,1/24/2022
2230,201,1/28/2024,2/2/2024
2231,248,11/9/2019,11/22/2019
,425,9/30/2020,10/11/2020
2233,215,3/16/2019,3/30/2019
2234,45,12/28/2023,1/6/2024
2235,386,1/30/2022,2/3/2022
2236,84,6/23/2019,7/5/2019
2237,171,8/18/2019,8/26/2019
2238,260,11/10/2023,11/20/2023
2239,56,8/2/2022,8/8/2022
2240,424,9/23/2021,10/7/2021
2241,378,5/21/2023,5/30/2023
2242,186,1/5/2023,1/9/2023
2243,56,4/27/2022,5/11/2022
,152,12/10/2021,12/21/2021
2245,126,7/4/2022,7/8/2022
2246,36,3/30/2023,4/5/2023
2247,,9/15/2019,9/25/2019
2248,353,1/23/2022,1/27/2022
2249,278,12/15/2019,12/20/2019
2250,182,5/18/2021,5/25/2021
2251,225,5/13/2021,5/18/2021
2252,316,,1/26/2020
2253,358,7/11/2021,7/14/2021
2254,65,11/5/2021,11/11/2021
2255,51,1/19/2020,2/1/2020
2256,417,11/4/2022,11/13/2022
2257,449,2/18/2020,2/21/2020
2258,,10/14/2023,10/28/2023
2259,435,4/17/2019,5/1/2019
2260,90,1/4/2024,1/11/2024
2261,435,,8/8/2022
2262,,11/24/2019,12/1/2019
2263,72,2/4/2023,2/10/2023
2264,300,5/10/2022,5/24/2022
,405,10/17/2019,10/20/2019
2266,272,12/12/2022,12/22/2022
2267,1,7/13/2021,7/23/2021
2268,85,1/4/2024,1/13/2024
2269,2,10/7/2022,10/20/2022
2270,90,6/9/2022,6/22/2022
2271,4,9/10/2022,9/15/2022
2272,135,7/3/2022,7/7/2022
2273,338,11/3/2020,11/15/2020
2274,398,2/17/2021,2/20/2021
2275,208,5/16/2019,5/22/2019
2276,107,2/16/2021,3/1/2021
2277,174,1/30/2020,2/5/2020
2278,80,8/22/2020,9/3/2020
2279,397,11/13/2023,11/16/2023
2280,58,3/14/2021,3/25/2021
2281,406,11/8/2022,11/21/2022
,244,1/29/2021,2/2/2021
2283,92,9/30/2022,10/13/2022
2284,96,5/18/2021,6/1/2021
2285,180,2/26/2021,3/4/2021
2286,267,9/6/2019,9/14/2019
2287,23,,9/18/2022
2288,305,2/7/2019,2/20/2019
2289,22,,4/7/2022
2290,304,4/15/2021,4/27/2021
2291,193,2/20/2023,2/23/2023
2292,347,11/1/2019,11/4/2019
2293,,3/29/2023,4/2/2023
2294,329,10/18/2022,10/27/2022
2295,295,2/25/2022,3/4/2022
2296,329,10/4/2020,10/8/2020
2297,397,,10/4/2020
2298,239,7/21/2020,7/25/2020
2299,34,6/3/2021,6/17/2021
2300,245,5/5/2020,5/9/2020
2301,208,5/13/2020,5/27/2020
2302,,12/15/2023,12/22/2023
2303,353,2/19/2021,2/25/2021
2304,139,10/13/2022,10/26/2022
2305,253,7/31/2020,8/12/2020
2306,247,2/23/2019,3/7/2019
2307,217,6/6/2020,6/15/2020
2308,39,5/22/2021,6/4/2021
2309,211,5/4/2020,5/18/2020
2310,342,5/23/2023,5/27/2023
2311,44,11/21/2019,11/24/2019
2312,256,4/16/2023,4/22/2023
2313,173,3/29/2022,4/5/2022
2314,433,2/3/2021,2/12/2021
2315,137,2/13/2022,2/16/2022
2316,82,5/18/2022,5/31/2022
2317,246,3/25/2019,4/4/2019
2318,316,11/7/2019,11/16/2019
2319,114,10/10/2020,
2320,70,2/12/2022,2/18/2022
2321,448,11/11/2023,11/15/2023
2322,24,11/22/2022,12/6/2022
2323,131,5/10/2019,5/24/2019
2324,105,5/24/2021,5/27/2021
2325,200,8/6/2023,8/14/2023
2326,75,2/28/2023,3/14/2023
2327,69,11/26/2021,11/29/2021
,323,11/20/2022,11/27/2022
2329,289,5/18/2022,5/27/2022
2330,,1/3/2020,1/16/2020
2331,45,10/19/2019,10/24/2019
2332,115,2/7/2021,2/12/2021
2333,132,2/22/2022,2/27/2022
2334,,1/19/2020,2/2/2020
2335,99,12/16/2021,12/19/2021
2336,437,3/16/2020,3/26/2020
2337,388,10/29/2019,11/12/2019
2338,305,9/30/2023,10/8/2023
2339,327,12/28/2022,1/10/2023
2340,121,3/4/2019,3/14/2019
